,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,rooms_per_household,bedrooms_per_room,population_per_household,median_house_value
9656,-117.89,33.92,8.0,2120.0,544.0,1281.0,470.0,3.4954,1H_OCEAN,4.51063829787234,0.25660377358490566,2.725531914893617,159500.0
14056,-117.09,32.81,7.0,6100.0,1185.0,2710.0,1040.0,5.5673,NEAR_OCEAN,5.865384615384615,0.1942622950819672,2.605769230769231,288200.0
1423,-122.01,37.98,25.0,1476.0,336.0,777.0,297.0,3.5179,NEAR_BAY,4.96969696969697,0.22764227642276422,2.6161616161616164,165500.0
14604,-117.25,33.05,16.0,2794.0,476.0,1387.0,442.0,4.3286,NEAR_OCEAN,6.321266968325792,0.17036506800286327,3.1380090497737556,213400.0
11581,-117.06,33.78,17.0,2813.0,565.0,1345.0,488.0,2.5847,INLAND,5.764344262295082,0.20085318165659438,2.7561475409836067,145300.0
6353,-118.13,34.17,52.0,1784.0,368.0,966.0,345.0,3.6094,1H_OCEAN,5.171014492753623,0.2062780269058296,2.8,261500.0
9863,-117.67,33.61,23.0,3588.0,577.0,1695.0,569.0,6.1401,1H_OCEAN,6.305799648506151,0.1608138238573021,2.9789103690685415,243200.0
8052,-118.34,33.97,45.0,2230.0,364.0,949.0,344.0,5.5,1H_OCEAN,6.482558139534884,0.16322869955156952,2.758720930232558,188200.0
7380,-118.09,33.92,31.0,1983.0,419.0,1157.0,390.0,3.5455,1H_OCEAN,5.084615384615384,0.21129601613716592,2.966666666666667,168300.0
7927,-118.19,33.77,35.0,1574.0,603.0,820.0,514.0,1.2321,NEAR_OCEAN,3.062256809338521,0.38310038119440915,1.595330739299611,137500.0
1857,-119.99,38.93,23.0,1882.0,414.0,673.0,277.0,2.9091,INLAND,6.794223826714801,0.2199787460148778,2.4296028880866425,141900.0
1892,-120.87,38.83,12.0,2180.0,423.0,1070.0,377.0,2.8562,INLAND,5.7824933687002655,0.19403669724770642,2.8381962864721486,128200.0
2890,-119.04,35.36,40.0,1533.0,312.0,771.0,306.0,3.0435,INLAND,5.009803921568627,0.2035225048923679,2.519607843137255,69500.0
10994,-118.0,33.76,14.0,1120.0,319.0,982.0,307.0,2.9083,1H_OCEAN,3.6482084690553744,0.28482142857142856,3.198697068403909,179200.0
4409,-118.2,34.05,40.0,1082.0,318.0,1085.0,273.0,1.7054,1H_OCEAN,3.9633699633699635,0.29390018484288355,3.9743589743589745,117200.0
8653,-117.96,34.53,10.0,2907.0,559.0,1681.0,531.0,3.8594,INLAND,5.47457627118644,0.19229446164430686,3.1657250470809792,141000.0
11870,-114.62,33.62,26.0,18.0,3.0,5.0,3.0,0.536,INLAND,6.0,0.16666666666666666,1.6666666666666667,275000.0
6051,-117.89,34.01,23.0,4535.0,955.0,3881.0,930.0,3.6275,1H_OCEAN,4.876344086021505,0.2105843439911797,4.173118279569892,154100.0
5925,-117.93,34.09,35.0,782.0,153.0,499.0,163.0,4.2062,1H_OCEAN,4.7975460122699385,0.1956521739130435,3.061349693251534,161300.0
3382,-118.32,34.26,24.0,5106.0,1010.0,2310.0,957.0,4.4375,1H_OCEAN,5.335423197492163,0.19780650215432824,2.413793103448276,191500.0
6976,-118.24,33.98,30.0,861.0,250.0,1062.0,231.0,1.75,1H_OCEAN,3.727272727272727,0.29036004645760743,4.597402597402597,115400.0
17173,-121.96,37.29,24.0,1240.0,263.0,690.0,276.0,5.0,1H_OCEAN,4.492753623188406,0.2120967741935484,2.5,283000.0
9455,-122.24,38.25,33.0,213.0,36.0,91.0,33.0,4.9167,NEAR_BAY,6.454545454545454,0.16901408450704225,2.757575757575758,187500.0
1364,-122.12,38.01,42.0,2225.0,367.0,864.0,381.0,4.1189,NEAR_BAY,5.83989501312336,0.1649438202247191,2.267716535433071,172400.0
7080,-118.24,33.97,43.0,1357.0,349.0,1657.0,331.0,2.0819,1H_OCEAN,4.099697885196375,0.2571849668386146,5.006042296072508,111800.0
6488,-118.17,34.11,39.0,1758.0,436.0,892.0,447.0,3.6406,1H_OCEAN,3.9328859060402683,0.24800910125142206,1.9955257270693512,278900.0
5139,-118.46,34.04,25.0,2768.0,850.0,1558.0,784.0,3.6976,1H_OCEAN,3.5306122448979593,0.3070809248554913,1.9872448979591837,360000.0
2282,-119.77,36.91,3.0,7520.0,1143.0,2878.0,1077.0,5.3272,INLAND,6.982358402971216,0.15199468085106382,2.6722376973073354,174200.0
8032,-118.32,33.94,37.0,2740.0,504.0,1468.0,479.0,4.5368,1H_OCEAN,5.720250521920668,0.18394160583941604,3.0647181628392484,168800.0
4908,-118.32,33.98,47.0,1528.0,331.0,864.0,308.0,1.9732,1H_OCEAN,4.961038961038961,0.21662303664921467,2.8051948051948052,101000.0
6541,-118.13,34.08,35.0,2517.0,662.0,1883.0,607.0,2.5787,1H_OCEAN,4.14662273476112,0.2630115216527612,3.102141680395387,223000.0
908,-121.95,37.52,33.0,3994.0,764.0,2721.0,763.0,5.2308,1H_OCEAN,5.234600262123198,0.19128693039559339,3.5661861074705112,196900.0
17485,-121.87,37.26,17.0,1051.0,172.0,446.0,173.0,5.6652,1H_OCEAN,6.07514450867052,0.1636536631779258,2.578034682080925,234500.0
12769,-117.61,34.04,8.0,4116.0,766.0,1785.0,745.0,3.1672,INLAND,5.524832214765101,0.1861030126336249,2.3959731543624163,150200.0
455,-122.25,37.87,41.0,685.0,141.0,266.0,123.0,5.2289,NEAR_BAY,5.569105691056911,0.20583941605839415,2.16260162601626,384600.0
14384,-117.04,32.74,5.0,2878.0,785.0,1727.0,758.0,1.7179,NEAR_OCEAN,3.796833773087071,0.27275886031966645,2.278364116094987,132000.0
13860,-117.28,32.83,34.0,2392.0,653.0,933.0,619.0,3.7306,NEAR_OCEAN,3.864297253634895,0.2729933110367893,1.507269789983845,500000.0
3117,-118.15,35.04,29.0,1671.0,368.0,821.0,337.0,2.16,INLAND,4.958456973293768,0.22022740873728305,2.43620178041543,56800.0
13065,-117.31,34.04,29.0,2481.0,383.0,1188.0,385.0,4.7344,INLAND,6.444155844155844,0.15437323659814592,3.085714285714286,134600.0
6223,-118.08,34.09,32.0,3214.0,718.0,2316.0,751.0,3.7066,1H_OCEAN,4.279627163781624,0.22339763534536403,3.0838881491344874,206800.0
17365,-122.11,37.4,15.0,255.0,63.0,138.0,74.0,4.6591,NEAR_BAY,3.445945945945946,0.24705882352941178,1.864864864864865,175000.0
4028,-118.42,34.16,17.0,277.0,70.0,119.0,59.0,4.0208,1H_OCEAN,4.694915254237288,0.2527075812274368,2.016949152542373,341700.0
9712,-117.94,33.86,35.0,2127.0,417.0,1247.0,378.0,4.75,1H_OCEAN,5.626984126984127,0.19605077574047955,3.298941798941799,185600.0
2393,-119.45,36.58,18.0,1425.0,280.0,753.0,266.0,3.7813,INLAND,5.357142857142857,0.19649122807017544,2.830827067669173,87300.0
508,-122.24,37.82,52.0,3665.0,517.0,1470.0,520.0,6.155,NEAR_BAY,7.048076923076923,0.14106412005457025,2.826923076923077,398600.0
14250,-117.09,32.64,19.0,2571.0,791.0,1205.0,783.0,1.62,NEAR_OCEAN,3.2835249042145596,0.3076623881758071,1.5389527458492975,131300.0
18824,-122.17,39.92,16.0,1566.0,306.0,652.0,287.0,1.9038,INLAND,5.456445993031359,0.19540229885057472,2.2717770034843205,60800.0
12729,-117.64,34.07,38.0,2450.0,544.0,1823.0,536.0,2.837,INLAND,4.57089552238806,0.2220408163265306,3.4011194029850746,111200.0
10114,-117.82,33.67,17.0,2895.0,439.0,1588.0,450.0,6.276,1H_OCEAN,6.433333333333334,0.15164075993091536,3.528888888888889,290700.0
1701,-122.41,37.98,36.0,60.0,15.0,42.0,25.0,1.4583,NEAR_BAY,2.4,0.25,1.68,67500.0
10581,-117.97,33.84,18.0,1063.0,209.0,462.0,223.0,2.8348,1H_OCEAN,4.766816143497758,0.19661335841956726,2.071748878923767,219000.0
16828,-121.89,37.28,35.0,2418.0,375.0,988.0,374.0,6.0936,1H_OCEAN,6.46524064171123,0.15508684863523572,2.641711229946524,365400.0
15235,-122.41,37.73,33.0,2789.0,567.0,1682.0,552.0,3.8643,NEAR_BAY,5.052536231884058,0.20329867335962712,3.0471014492753623,276200.0
16650,-120.05,34.47,21.0,1241.0,248.0,746.0,211.0,3.8056,NEAR_OCEAN,5.881516587677726,0.1998388396454472,3.5355450236966823,425000.0
1023,-120.88,38.45,25.0,1374.0,297.0,657.0,288.0,2.5476,INLAND,4.770833333333333,0.21615720524017468,2.28125,97900.0
2662,-115.52,32.97,24.0,1617.0,366.0,1416.0,401.0,1.975,INLAND,4.032418952618454,0.22634508348794063,3.5311720698254363,66400.0
11699,-116.89,33.86,2.0,6900.0,1238.0,1950.0,980.0,3.0417,INLAND,7.040816326530612,0.17942028985507247,1.989795918367347,146300.0
17298,-122.02,37.36,21.0,2471.0,677.0,1486.0,689.0,3.9038,1H_OCEAN,3.5863570391872277,0.27397814649939295,2.1567489114658924,243800.0
7311,-118.26,33.88,36.0,1212.0,222.0,775.0,224.0,5.5591,1H_OCEAN,5.410714285714286,0.18316831683168316,3.4598214285714284,136500.0
15346,-122.49,37.76,52.0,1792.0,305.0,782.0,287.0,4.0391,NEAR_BAY,6.2439024390243905,0.17020089285714285,2.724738675958188,332700.0
9676,-117.95,33.9,15.0,3057.0,479.0,1679.0,498.0,6.8429,1H_OCEAN,6.13855421686747,0.15668956493294078,3.3714859437751006,372600.0
12184,-121.42,38.63,42.0,2217.0,536.0,1203.0,507.0,1.9412,INLAND,4.372781065088757,0.2417681551646369,2.3727810650887573,73100.0
10308,-117.9,33.72,33.0,2613.0,562.0,3150.0,543.0,4.3899,1H_OCEAN,4.8121546961325965,0.21507845388442404,5.801104972375691,180700.0
12228,-121.5,38.63,6.0,693.0,143.0,276.0,151.0,3.1944,INLAND,4.589403973509934,0.20634920634920634,1.8278145695364238,117000.0
14112,-117.01,32.79,33.0,4015.0,663.0,1864.0,664.0,4.3152,1H_OCEAN,6.046686746987952,0.1651307596513076,2.8072289156626504,159300.0
1550,-121.94,37.76,4.0,6875.0,1439.0,2889.0,1307.0,4.6932,1H_OCEAN,5.2601377199693955,0.20930909090909092,2.2104055087987757,356100.0
9362,-121.9,36.6,45.0,2249.0,412.0,944.0,429.0,3.0625,NEAR_OCEAN,5.242424242424242,0.18319253001333927,2.2004662004662006,260300.0
12052,-121.45,38.53,34.0,1893.0,415.0,884.0,395.0,2.1679,INLAND,4.792405063291139,0.21922873745377708,2.2379746835443037,75400.0
12210,-121.45,38.62,38.0,2419.0,605.0,1696.0,503.0,1.4861,INLAND,4.809145129224652,0.25010334849111204,3.371769383697813,63100.0
13322,-116.14,34.22,32.0,3298.0,1228.0,763.0,360.0,1.875,INLAND,9.161111111111111,0.37234687689508794,2.1194444444444445,47800.0
11761,-116.56,33.83,36.0,1765.0,399.0,451.0,264.0,2.6083,INLAND,6.6856060606060606,0.22606232294617565,1.7083333333333333,321900.0
8127,-118.37,33.92,40.0,928.0,187.0,521.0,185.0,5.5255,1H_OCEAN,5.0162162162162165,0.20150862068965517,2.8162162162162163,242700.0
1545,-121.97,37.8,17.0,3279.0,418.0,1222.0,381.0,7.9168,1H_OCEAN,8.606299212598426,0.12747788960048795,3.2073490813648293,356000.0
2017,-119.73,36.73,7.0,2461.0,647.0,1587.0,551.0,1.4007,INLAND,4.466424682395644,0.26290125965054856,2.88021778584392,225000.0
13144,-117.19,34.05,33.0,1688.0,313.0,808.0,298.0,3.2188,INLAND,5.6644295302013425,0.1854265402843602,2.7114093959731544,117800.0
10076,-117.82,33.72,24.0,3260.0,458.0,1383.0,442.0,6.5987,1H_OCEAN,7.375565610859729,0.14049079754601226,3.1289592760180995,272800.0
11493,-117.6,33.87,15.0,7626.0,1570.0,3823.0,1415.0,3.4419,INLAND,5.389399293286219,0.2058746393915552,2.701766784452297,138100.0
6936,-118.14,34.02,42.0,1384.0,458.0,1825.0,455.0,1.4178,1H_OCEAN,3.0417582417582416,0.3309248554913295,4.010989010989011,145500.0
5704,-117.85,34.14,35.0,2899.0,429.0,1251.0,429.0,6.1049,INLAND,6.757575757575758,0.14798206278026907,2.9160839160839163,297200.0
17410,-122.13,37.44,42.0,2390.0,462.0,1146.0,468.0,6.3111,NEAR_BAY,5.1068376068376065,0.19330543933054392,2.448717948717949,397400.0
2945,-119.08,35.34,15.0,1474.0,235.0,768.0,238.0,4.1528,INLAND,6.19327731092437,0.15943012211668928,3.226890756302521,130100.0
148,-122.22,37.8,52.0,2721.0,541.0,1185.0,515.0,4.5428,NEAR_BAY,5.283495145631068,0.1988239617787578,2.3009708737864076,239800.0
8354,-118.34,33.86,36.0,2223.0,360.0,1162.0,376.0,5.259,1H_OCEAN,5.912234042553192,0.16194331983805668,3.0904255319148937,279400.0
612,-122.16,37.73,52.0,1114.0,206.0,425.0,207.0,2.5625,NEAR_BAY,5.381642512077295,0.18491921005385997,2.0531400966183573,175000.0
8061,-118.34,33.98,47.0,2649.0,684.0,2374.0,607.0,2.3882,1H_OCEAN,4.364085667215815,0.2582106455266138,3.911037891268534,137700.0
19426,-118.94,34.18,25.0,3502.0,508.0,1713.0,508.0,5.5181,1H_OCEAN,6.893700787401575,0.14505996573386637,3.372047244094488,242100.0
12051,-121.45,38.53,38.0,1746.0,388.0,1142.0,315.0,1.7714,INLAND,5.542857142857143,0.2222222222222222,3.6253968253968254,69900.0
3354,-118.27,34.25,35.0,779.0,143.0,371.0,150.0,4.6635,1H_OCEAN,5.193333333333333,0.18356867779204109,2.473333333333333,230100.0
812,-122.06,37.63,23.0,1939.0,356.0,841.0,364.0,3.3611,NEAR_BAY,5.326923076923077,0.18359979370809695,2.3104395604395602,169200.0
12486,-121.28,38.59,3.0,4188.0,1136.0,2081.0,995.0,3.0481,INLAND,4.2090452261306535,0.271251193887297,2.091457286432161,92500.0
10220,-117.91,33.65,24.0,885.0,321.0,590.0,254.0,2.625,1H_OCEAN,3.484251968503937,0.36271186440677966,2.322834645669291,217900.0
12149,-121.36,38.64,24.0,6540.0,1008.0,2667.0,1031.0,5.5632,INLAND,6.343355965082444,0.15412844036697249,2.5868089233753637,175200.0
2637,-115.52,33.12,38.0,1327.0,262.0,784.0,231.0,1.8793,INLAND,5.744588744588745,0.1974378296910324,3.393939393939394,60800.0
10794,-117.95,33.74,25.0,1393.0,243.0,976.0,245.0,5.4485,1H_OCEAN,5.685714285714286,0.17444364680545585,3.983673469387755,225200.0
18243,-122.68,38.44,29.0,2796.0,588.0,1346.0,562.0,2.9107,1H_OCEAN,4.97508896797153,0.21030042918454936,2.395017793594306,169700.0
19024,-119.11,36.21,10.0,1972.0,455.0,1469.0,442.0,1.5407,INLAND,4.461538461538462,0.23073022312373226,3.323529411764706,58400.0
6400,-118.11,34.15,40.0,1950.0,509.0,1038.0,438.0,2.6172,1H_OCEAN,4.4520547945205475,0.261025641025641,2.3698630136986303,196100.0
11323,-117.4,33.96,51.0,1806.0,322.0,709.0,298.0,3.575,INLAND,6.060402684563758,0.17829457364341086,2.379194630872483,125500.0
8532,-118.4,34.02,40.0,593.0,137.0,371.0,132.0,4.6932,1H_OCEAN,4.492424242424242,0.23102866779089376,2.8106060606060606,332800.0
19607,-121.98,38.52,27.0,3044.0,565.0,1583.0,514.0,2.7989,INLAND,5.9221789883268485,0.18561103810775295,3.0797665369649807,126700.0
18565,-121.02,37.61,33.0,1469.0,370.0,1318.0,349.0,1.7104,INLAND,4.2091690544412605,0.2518720217835262,3.7765042979942693,59000.0
10597,-117.98,33.83,17.0,3419.0,932.0,2460.0,766.0,3.2823,1H_OCEAN,4.4634464751958225,0.27259432582626497,3.2114882506527413,228500.0
9238,-121.66,36.69,6.0,10613.0,2485.0,7249.0,2375.0,3.7912,1H_OCEAN,4.4686315789473685,0.23414680109299915,3.0522105263157893,168900.0
1417,-122.03,37.98,45.0,2842.0,567.0,1261.0,535.0,3.6042,NEAR_BAY,5.31214953271028,0.19950738916256158,2.3570093457943924,138200.0
1506,-122.07,37.92,26.0,3872.0,739.0,1629.0,684.0,4.4312,NEAR_BAY,5.6608187134502925,0.19085743801652894,2.3815789473684212,225000.0
18708,-120.86,37.49,22.0,2140.0,445.0,1441.0,409.0,2.4706,INLAND,5.232273838630807,0.20794392523364486,3.5232273838630808,89400.0
9689,-117.97,33.87,28.0,1784.0,440.0,1255.0,433.0,3.7054,1H_OCEAN,4.1200923787528865,0.24663677130044842,2.8983833718244805,169200.0
14438,-116.93,32.79,23.0,5759.0,1258.0,3108.0,1202.0,3.0927,1H_OCEAN,4.791181364392679,0.21844070151067893,2.5856905158069883,140600.0
17892,-122.73,41.76,19.0,2200.0,414.0,950.0,367.0,2.5357,INLAND,5.994550408719346,0.18818181818181817,2.5885558583106265,94200.0
4117,-118.23,34.13,48.0,1308.0,,835.0,294.0,4.2891,1H_OCEAN,4.448979591836735,,2.8401360544217686,214800.0
16,-122.27,37.85,52.0,1966.0,347.0,793.0,331.0,2.775,NEAR_BAY,5.9395770392749245,0.17650050864699898,2.395770392749245,152500.0
19189,-119.06,34.37,32.0,3885.0,759.0,2504.0,736.0,3.6453,1H_OCEAN,5.278532608695652,0.19536679536679535,3.402173913043478,201700.0
17278,-122.04,37.34,25.0,1994.0,287.0,704.0,283.0,7.7799,1H_OCEAN,7.045936395759718,0.14393179538615847,2.487632508833922,447300.0
13846,-117.24,32.8,29.0,3376.0,882.0,1513.0,843.0,3.101,NEAR_OCEAN,4.004744958481614,0.2612559241706161,1.7947805456702255,238200.0
18849,-123.18,40.58,18.0,1451.0,278.0,695.0,254.0,1.7262,INLAND,5.71259842519685,0.191592005513439,2.736220472440945,73700.0
1569,-121.96,37.84,29.0,7479.0,977.0,2744.0,943.0,7.5139,INLAND,7.931071049840933,0.13063243749164327,2.9098621420996817,398200.0
13419,-117.17,32.76,45.0,3149.0,639.0,1160.0,661.0,2.7266,NEAR_OCEAN,4.763993948562784,0.20292156240076215,1.7549167927382754,354200.0
5316,-118.38,33.96,44.0,2395.0,458.0,1287.0,450.0,4.6923,1H_OCEAN,5.322222222222222,0.19123173277661795,2.86,299000.0
16427,-119.68,34.43,33.0,1961.0,462.0,1693.0,445.0,2.9896,1H_OCEAN,4.406741573033708,0.23559408465068843,3.804494382022472,236000.0
8346,-118.32,33.87,35.0,2380.0,404.0,1212.0,422.0,5.6254,1H_OCEAN,5.639810426540285,0.16974789915966387,2.8720379146919433,283800.0
18680,-121.03,37.32,42.0,2905.0,561.0,1457.0,551.0,2.2566,INLAND,5.272232304900181,0.19311531841652324,2.644283121597096,82100.0
2242,-119.79,36.78,38.0,1912.0,456.0,1131.0,408.0,2.03,INLAND,4.686274509803922,0.2384937238493724,2.7720588235294117,58800.0
13377,-116.89,34.27,13.0,3661.0,770.0,567.0,228.0,4.4063,INLAND,16.05701754385965,0.21032504780114722,2.486842105263158,152600.0
9017,-123.81,39.34,17.0,1981.0,371.0,773.0,325.0,3.1563,1H_OCEAN,6.095384615384615,0.1872791519434629,2.3784615384615386,277000.0
10116,-117.82,33.68,3.0,7105.0,1459.0,3068.0,1241.0,6.1395,1H_OCEAN,5.72522159548751,0.20534834623504575,2.4721998388396456,358000.0
6319,-118.16,34.2,43.0,1810.0,343.0,988.0,307.0,3.8203,1H_OCEAN,5.8957654723127035,0.18950276243093922,3.218241042345277,176000.0
16874,-121.82,37.31,22.0,2044.0,402.0,1925.0,429.0,3.7102,1H_OCEAN,4.764568764568764,0.19667318982387474,4.487179487179487,177500.0
14118,-117.01,32.81,21.0,4203.0,618.0,1620.0,600.0,5.3441,1H_OCEAN,7.005,0.1470378301213419,2.7,193500.0
11980,-121.42,38.54,29.0,2358.0,493.0,1071.0,470.0,2.925,INLAND,5.017021276595744,0.2090754877014419,2.2787234042553193,94300.0
10337,-117.83,33.74,23.0,1818.0,522.0,958.0,485.0,2.6771,1H_OCEAN,3.7484536082474227,0.2871287128712871,1.975257731958763,131500.0
9723,-117.91,33.88,34.0,1851.0,291.0,784.0,290.0,5.2336,1H_OCEAN,6.382758620689655,0.15721231766612642,2.703448275862069,235600.0
8175,-118.29,33.92,34.0,1374.0,240.0,906.0,248.0,5.3292,1H_OCEAN,5.540322580645161,0.17467248908296942,3.653225806451613,155500.0
15799,-121.2,37.8,28.0,3264.0,576.0,1512.0,567.0,3.7546,INLAND,5.756613756613756,0.17647058823529413,2.6666666666666665,135300.0
1291,-121.85,38.0,24.0,2269.0,584.0,1239.0,542.0,2.0411,INLAND,4.186346863468635,0.25738210665491407,2.2859778597785976,100000.0
9759,-117.86,33.9,17.0,1452.0,188.0,630.0,194.0,6.9113,1H_OCEAN,7.484536082474227,0.12947658402203857,3.247422680412371,285200.0
747,-122.07,37.66,28.0,2280.0,610.0,1255.0,587.0,2.6719,NEAR_BAY,3.8841567291311754,0.2675438596491228,2.1379897785349233,161200.0
8491,-118.46,34.03,27.0,1965.0,631.0,1042.0,596.0,2.75,1H_OCEAN,3.296979865771812,0.32111959287531805,1.7483221476510067,327300.0
11888,-121.48,38.58,48.0,2434.0,744.0,1281.0,662.0,1.6277,INLAND,3.676737160120846,0.3056696795398521,1.9350453172205437,140600.0
16424,-119.69,34.43,37.0,2801.0,497.0,1150.0,476.0,5.8311,1H_OCEAN,5.8844537815126055,0.17743662977508032,2.4159663865546217,387700.0
13468,-117.12,32.75,37.0,2344.0,546.0,1134.0,513.0,2.4394,NEAR_OCEAN,4.569200779727096,0.23293515358361774,2.210526315789474,118300.0
1159,-121.58,39.5,29.0,1947.0,383.0,925.0,337.0,2.1658,INLAND,5.777448071216617,0.19671289162814587,2.744807121661721,57600.0
12909,-117.32,34.14,32.0,1691.0,353.0,1457.0,329.0,1.8438,INLAND,5.139817629179332,0.20875221762270846,4.428571428571429,66600.0
18777,-121.69,38.87,38.0,412.0,93.0,304.0,95.0,2.6597,INLAND,4.336842105263158,0.22572815533980584,3.2,86000.0
13928,-117.15,32.92,16.0,2366.0,392.0,1482.0,407.0,4.9024,1H_OCEAN,5.813267813267813,0.16568047337278108,3.6412776412776413,182900.0
9842,-117.77,33.85,13.0,5415.0,827.0,2061.0,714.0,7.3681,1H_OCEAN,7.584033613445378,0.15272391505078486,2.8865546218487395,353100.0
14330,-116.98,32.72,4.0,1078.0,158.0,571.0,184.0,4.6667,1H_OCEAN,5.858695652173913,0.14656771799628943,3.1032608695652173,223300.0
1058,-121.84,39.75,29.0,4362.0,1053.0,2053.0,1000.0,1.7284,INLAND,4.362,0.24140302613480055,2.053,74500.0
16662,-119.82,34.44,28.0,1992.0,531.0,1622.0,509.0,2.7689,NEAR_OCEAN,3.913555992141454,0.26656626506024095,3.1866404715127703,228200.0
2597,-124.1,40.73,33.0,644.0,129.0,334.0,121.0,3.9659,NEAR_OCEAN,5.322314049586777,0.20031055900621117,2.760330578512397,111800.0
17226,-122.04,37.33,26.0,2690.0,401.0,1264.0,429.0,7.7643,1H_OCEAN,6.270396270396271,0.14907063197026021,2.9463869463869465,474700.0
6454,-118.08,34.11,42.0,2628.0,525.0,1494.0,523.0,3.9464,1H_OCEAN,5.024856596558317,0.1997716894977169,2.8565965583173996,257200.0
8681,-118.02,34.57,4.0,10655.0,1706.0,5391.0,1529.0,5.083,INLAND,6.968606932635709,0.16011262318160488,3.525833878351864,151300.0
17997,-122.04,38.28,25.0,3304.0,493.0,1464.0,488.0,5.2527,INLAND,6.770491803278689,0.1492130750605327,3.0,130600.0
3540,-118.52,34.24,6.0,3218.0,949.0,2295.0,876.0,3.0926,1H_OCEAN,3.67351598173516,0.2949036668738347,2.6198630136986303,418500.0
8344,-118.31,33.86,29.0,2243.0,361.0,1051.0,352.0,6.6632,1H_OCEAN,6.372159090909091,0.16094516272848863,2.9857954545454546,325200.0
14838,-117.2,33.16,13.0,4503.0,1137.0,3094.0,1091.0,2.3159,1H_OCEAN,4.1274060494958755,0.2524983344437042,2.835930339138405,91600.0
1253,-121.71,37.99,27.0,3861.0,718.0,2085.0,707.0,3.3558,INLAND,5.461103253182461,0.18596218596218597,2.949080622347949,129700.0
2959,-119.01,35.33,32.0,3068.0,628.0,1897.0,607.0,2.4234,INLAND,5.0543657331136735,0.2046936114732725,3.125205930807249,63700.0
10321,-117.92,33.7,15.0,3201.0,,1510.0,622.0,4.2708,1H_OCEAN,5.146302250803859,,2.427652733118971,161700.0
18905,-119.21,36.38,18.0,2158.0,413.0,1461.0,395.0,2.0216,INLAND,5.463291139240506,0.19138090824837814,3.69873417721519,58000.0
8390,-118.32,33.83,51.0,2399.0,516.0,1160.0,514.0,3.8456,1H_OCEAN,4.667315175097277,0.21508962067528137,2.2568093385214008,318900.0
16844,-121.88,37.3,16.0,2692.0,749.0,1674.0,681.0,2.6763,1H_OCEAN,3.9530102790014685,0.27823179791976227,2.458149779735683,191100.0
18773,-121.83,39.1,42.0,1282.0,198.0,451.0,159.0,3.2917,INLAND,8.062893081761006,0.1544461778471139,2.8364779874213837,97900.0
6286,-118.04,34.04,32.0,1619.0,323.0,1492.0,342.0,3.5,1H_OCEAN,4.733918128654971,0.19950586781964175,4.362573099415204,165100.0
16031,-122.48,37.7,33.0,4167.0,1398.0,2923.0,1314.0,3.049,NEAR_OCEAN,3.171232876712329,0.3354931605471562,2.2245053272450535,307000.0
16023,-122.46,37.7,37.0,3029.0,738.0,2436.0,700.0,3.3214,NEAR_OCEAN,4.327142857142857,0.24364476724991746,3.48,243200.0
9749,-117.91,33.86,26.0,2296.0,570.0,1415.0,527.0,2.4732,1H_OCEAN,4.35673624288425,0.24825783972125434,2.685009487666034,165800.0
7773,-118.17,33.82,50.0,3587.0,693.0,1513.0,651.0,5.5106,NEAR_OCEAN,5.509984639016897,0.19319765821020352,2.324116743471582,252200.0
982,-121.73,37.71,12.0,5608.0,1049.0,2595.0,1067.0,3.9864,INLAND,5.2558575445173386,0.18705420827389443,2.4320524835988753,200200.0
14271,-117.09,32.61,23.0,1157.0,309.0,640.0,313.0,2.1548,NEAR_OCEAN,3.696485623003195,0.26707000864304237,2.0447284345047922,118800.0
7386,-118.11,33.92,34.0,1414.0,263.0,983.0,264.0,4.1767,1H_OCEAN,5.356060606060606,0.185997171145686,3.7234848484848486,156600.0
17856,-122.06,40.55,17.0,3057.0,577.0,1497.0,556.0,3.5189,INLAND,5.498201438848921,0.18874713771671572,2.6924460431654675,101000.0
13169,-117.15,34.03,32.0,2832.0,393.0,1033.0,385.0,6.5648,INLAND,7.355844155844156,0.13877118644067796,2.6831168831168832,237200.0
14410,-117.01,32.79,31.0,3776.0,815.0,1886.0,799.0,3.4421,1H_OCEAN,4.725907384230288,0.21583686440677965,2.360450563204005,155300.0
17279,-122.03,37.34,17.0,1165.0,278.0,598.0,287.0,4.0129,1H_OCEAN,4.059233449477352,0.23862660944206007,2.083623693379791,342400.0
8539,-118.4,33.99,36.0,1280.0,240.0,704.0,217.0,5.9632,1H_OCEAN,5.8986175115207375,0.1875,3.2442396313364057,328100.0
1795,-122.29,37.92,32.0,1736.0,234.0,602.0,231.0,6.516,NEAR_BAY,7.515151515151516,0.1347926267281106,2.606060606060606,401000.0
6047,-117.91,34.04,15.0,8749.0,1761.0,5278.0,1691.0,4.6324,1H_OCEAN,5.173861620342993,0.20128014630243457,3.121230041395624,168800.0
15857,-121.43,37.76,7.0,2125.0,508.0,1358.0,464.0,3.6312,INLAND,4.579741379310345,0.23905882352941177,2.9267241379310347,147600.0
5345,-118.3,33.82,35.0,1499.0,340.0,1141.0,326.0,2.6136,1H_OCEAN,4.598159509202454,0.2268178785857238,3.5,213600.0
13398,-117.15,34.83,30.0,5370.0,1062.0,2778.0,944.0,3.099,INLAND,5.688559322033898,0.19776536312849163,2.9427966101694913,66800.0
